Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
;12;722;722;;
;6;723;723;;
;10;724;724;;
;7;725;725;;
;7;726;726;;
;7;727;727;;
;10;728;728;;
;8;729;729;;
;5;730;730;;
;6;731;731;;
;5;732;732;;
;6;733;733;;
;9;734;734;;
;7;735;735;;
;4;736;736;;
;10;737;737;;
;10;738;738;;
;8;739;739;;
;4;740;740;;
;11;741;741;;
;6;742;742;;
;10;743;743;;
;5;744;744;;
;3;745;745;;
;6;746;746;;
;6;747;747;;
;9;748;748;;
;9;749;749;;
;10;750;750;;
;9;751;751;;
;10;752;752;;
;7;753;753;;
;11;754;754;;
;11;755;755;;
;8;756;756;;
;9;757;757;;
;3;758;758;;
;7;759;759;;
;7;760;760;;
;10;761;761;;
;9;762;762;;
;17;763;763;;
;9;764;764;;
;8;765;765;;
;10;766;766;;
;9;767;767;;
;12;768;768;;
;4;769;769;;
;5;770;770;;
;7;771;771;;
;5;772;772;;
;4;773;773;;
;14;774;774;;
;5;775;775;;
;3;776;776;;
;7;777;777;;
;5;778;778;;
;12;779;779;;
;15;780;780;;
;4;781;781;;
;7;782;782;;
;6;783;783;;
;2;784;784;;
;7;785;785;;
;8;786;786;;
;9;787;787;;
;9;788;788;;
;5;789;789;;
;8;790;790;;
;11;791;791;;
;9;792;792;;
;9;793;793;;
;8;794;794;;
;10;795;795;;
;10;796;796;;
;7;797;797;;
;6;798;798;;
;10;799;799;;
;8;800;800;;
;7;801;801;;
;10;802;802;;
;15;803;803;;
;8;804;804;;
;12;805;805;;
;3;806;806;;
;10;807;807;;
;8;808;808;;
;8;809;809;;
;5;810;810;;
;10;811;811;;
;8;812;812;;
;5;813;813;;
;4;814;814;;
;5;815;815;;
;6;816;816;;
;8;817;817;;
;5;818;818;;
;8;819;819;;
;8;820;820;;
;7;821;821;;
;7;822;822;;
;15;823;823;;
;3;824;824;;
;9;825;825;;
;4;826;826;;
;3;827;827;;
;6;828;828;;
;6;829;829;;
;4;830;830;;
;5;831;831;;
;5;832;832;;
;6;833;833;;
;5;834;834;;
;5;835;835;;
;6;836;836;;
;3;837;837;;
;5;838;838;;
;3;839;839;;
;4;840;840;;
;7;841;841;;
;3;842;842;;
;6;843;843;;
;2;844;844;;
;8;845;845;;
;8;846;846;;
;5;847;847;;
;4;848;848;;
;5;849;849;;
;6;850;850;;
;2;851;851;;
;3;852;852;;
;8;853;853;;
;2;854;854;;
;2;855;855;;
;3;856;856;;
;8;857;857;;
;5;858;858;;
;5;859;859;;
;2;860;860;;
;5;861;861;;
;3;862;862;;
;7;863;863;;
;8;864;864;;
;6;865;865;;
;4;866;866;;
;3;867;867;;
;3;868;868;;
;4;869;869;;
;5;870;870;;
;6;871;871;;
;5;872;872;;
;4;873;873;;
;5;874;874;;
;7;875;875;;
;7;876;876;;
;2;877;877;;
;6;878;878;;
;6;879;879;;
;2;880;880;;
;8;881;881;;
;5;882;882;;
;1;883;883;;
;5;884;884;;
;3;885;885;;
;5;886;886;;
;4;887;887;;
;2;888;888;;
;4;889;889;;
;4;890;890;;
;6;891;891;;
;4;892;892;;
;2;893;893;;
;4;894;894;;
;2;895;895;;
;2;896;896;;
;2;897;897;;
;5;898;898;;
;1;899;899;;
;5;900;900;;
;3;901;901;;
;2;902;902;;
;2;903;903;;
;1;904;904;;
;2;905;905;;
;6;906;906;;
;3;907;907;;
;1;908;908;;
;1;909;909;;
;3;910;910;;
;3;911;911;;
;5;912;912;;
;0;913;913;;
;0;914;914;;
;5;915;915;;
;5;916;916;;
;1;917;917;;
;3;918;918;;
;3;919;919;;
;4;920;920;;
;2;921;921;;
;2;922;922;;
;8;923;923;;
;1;924;924;;
;12;925;925;;
;5;926;926;;
;1;927;927;;
;2;928;928;;
;3;929;929;;
;4;930;930;;
;4;931;931;;
;1;932;932;;
;1;933;933;;
;5;934;934;;
;4;935;935;;
;5;936;936;;
;0;937;937;;
;4;938;938;;
;6;939;939;;
;3;940;940;;
;2;941;941;;
;4;942;942;;
;3;943;943;;
;2;944;944;;
;2;945;945;;
;0;946;946;;
;3;947;947;;
;4;948;948;;
;4;949;949;;
;1;950;950;;
;4;951;951;;
;1;952;952;;
;4;953;953;;
;0;954;954;;
;2;955;955;;
;2;956;956;;
;3;957;957;;
;4;958;958;;
;3;959;959;;
;3;960;960;;
;1;961;961;;
;0;962;962;;
;3;963;963;;
;2;964;964;;
;3;965;965;;
;3;966;966;;
;3;967;967;;
;4;968;968;;
;1;969;969;;
;2;970;970;;
;2;971;971;;
